시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,축산업무구분명,축산고유번호,권리주체일련번호
고양시,고양제일큰약국,2024-12-12,,0000,정상,,,,10500,"경기도 고양시 덕양구 화중로 50, 반석플라자 1층 (화정동)",경기도 고양시 덕양구 화정동 984-1 반석플라자 ,10500,37.6317066867,126.8306859357,,184983.790262087    ,458829.949981273    ,동물약국,0,000
고양시,화정플러스약국,2025-02-03,,0000,정상,,,,10500,"경기도 고양시 덕양구 화중로 76, 대감빌딩 104호 (화정동)",경기도 고양시 덕양구 화정동 970-1 대감빌딩 104호,10500,37.6339354950,126.8311306207,,185023.143470242    ,459077.395478509    ,동물약국,0,000
고양시,신도시약국,2024-08-21,,0000,정상,,031-907-6262,,10445,"경기도 고양시 일산동구 강송로74번길 8-18, 1층 (백석동)",경기도 고양시 일산동구 백석동 1181-6 1층 ,10445,37.6463655917,126.7911297514,,181499.997089844    ,460463.892659821    ,동물약국,0,000
고양시,위드팜 봄약국,2025-10-29,,0000,정상,,,,10407,"경기도 고양시 일산동구 일산로 326, 대신상가 104, 105, 106호 (마두동)","경기도 고양시 일산동구 마두동 857-1 대신상가 104, 105, 106호 ",10407,37.6645953840,126.7844936421,,180916.903700164    ,462489.040740633    ,동물약국,0,000
고양시,휴베이스 행신약국,2025-03-25,,0000,정상,,,,10526,"경기도 고양시 덕양구 충장로 8, 행신 로터스 플레이스 104호 (행신동)",경기도 고양시 덕양구 행신동 762-2 행신 로터스 플레이스 104호,10526,37.6135213353,126.8344973755,,185318.55750029     ,456821.669494467    ,동물약국,0,000
고양시,가까운제일약국,2025-07-21,,0000,정상,,,0,10475,"경기도 고양시 덕양구 화수로14번길 62, 1층 (화정동)",경기도 고양시 덕양구 화정동 689-16 1층 ,10475,37.6421120772,126.8298104846,,184911.483716401    ,459986.244718597    ,동물약국,0,000
고양시,서연약국,2024-08-26,,0000,정상,,02-6053-0414,,10546,"경기도 고양시 덕양구 향기로 101, 104호 (향동동)",경기도 고양시 덕양구 향동동 528 104호,10546,37.5992247454,126.8927389949,,190456.599751734    ,455218.569278687    ,동물약국,0,000
고양시,다나약국,2024-07-18,,0000,정상,,,,10381,"경기도 고양시 일산서구 중앙로 1564, 그린월드 403호 (대화동)",경기도 고양시 일산서구 대화동 2203-1 그린월드 403호,10381,37.6762134714,126.7482756739,,177714.776919902    ,463793.08097656     ,동물약국,0,000
고양시,나무온누리약국,2023-12-18,,0000,정상,,070-8614-1934,,10355,"경기도 고양시 일산동구 중산로 105, 현해프라자 107호 (중산동)",경기도 고양시 일산동구 중산동 1692 현해프라자 107호,10355,37.6813948017,126.7813270109,,180638.620899846    ,464354.402328442    ,동물약국,0,000
고양시,화정햇님약국,2024-08-12,,0000,정상,,,,10500,"경기도 고양시 덕양구 화신로260번길 51, 현창빌딩 1층 104호 (화정동)",경기도 고양시 덕양구 화정동 978 현창빌딩 ,10500,37.6330516943,126.8326345554,,185157.192242239    ,458979.713525878    ,동물약국,0,000
고양시,가정약국,2025-06-09,,0000,정상,,,,10543,"경기도 고양시 덕양구 으뜸로 90, 상가동 178호 (덕은동)",경기도 고양시 덕양구 덕은동 710 상가동 178호,10543,37.5785619776,126.8662473500,,,,동물약국,0,000
고양시,올리브약국,2025-01-03,,0000,정상,,,,10589,"경기도 고양시 덕양구 동세로 86, 삼송프라자 103호 (삼송동)",경기도 고양시 덕양구 삼송동 324-2 삼송프라자 103호,10589,37.6500858285,126.8838117107,,189678.304932285    ,460863.594016241    ,동물약국,0,000
고양시,가람약국,2025-04-10,,0000,정상,,,,10390,"경기도 고양시 일산서구 킨텍스로 255, 일산 디엠시티 스카이뷰 139호 (대화동)",경기도 고양시 일산서구 대화동 2307-12 일산 디엠시티 스카이뷰 139호,10390,37.6683823763,126.7499080801,,177849.195871901    ,462962.312594668    ,동물약국,0,000
고양시,레오심야약국,2025-06-24,,0000,정상,,,,10449,"경기도 고양시 일산동구 경의로 25-53, 동문굿모닝힐II 204동 105호 (백석동)",경기도 고양시 일산동구 백석동 1322 동문굿모닝힐II 204동 105호,10449,37.6397819802,126.7874859550,,181183.256789646    ,459740.605680976    ,동물약국,0,000
고양시,행복나무약국,2025-09-12,,0000,정상,,,,10353,"경기도 고양시 일산서구 고양대로 666, A동 105호 (일산동, e편한세상 일산 어반스카이)",경기도 고양시 일산서구 일산동 2148 e편한세상 일산 어반스카이 A동 105호,10353,37.6833165254,126.7698993834,,,,동물약국,0,000
고양시,정성약국,2024-09-23,,0000,정상,,031-907-3344,,10414,"경기도 고양시 일산동구 중앙로 1199, 101호 (장항동)",경기도 고양시 일산동구 장항동 890-1 101호,10414,37.6535943843,126.7763122201,,180193.406733121    ,461269.695087202    ,동물약국,0,000
고양시,바로약국,2024-09-23,,0000,정상,,,,10359,"경기도 고양시 일산동구 일산로 451, 1층 (정발산동)",경기도 고양시 일산동구 정발산동 1146 ,10359,37.6735516223,126.7766287125,,180225.549891914    ,463485.770041767    ,동물약국,0,000
고양시,품안에약국,2025-06-23,,0000,정상,,,,10401,"경기도 고양시 일산동구 중앙로1275번길 60-14, 고일프라자 1층 일부호 (장항동)",경기도 고양시 일산동구 장항동 769 고일프라자 1층 일부호 ,10401,37.6595471653,126.7696560589,,179597.848154617    ,461945.712930215    ,동물약국,0,000
고양시,초록약국,2025-04-02,,0000,정상,,,,10323,"경기도 고양시 일산동구 위시티2로11번길 45, 상가동 105-2호 (식사동, 위시티일산자이 주상복합)",경기도 고양시 일산동구 식사동 1529 위시티일산자이 주상복합 상가동 105-2호,10323,37.6787963800,126.8126401461,,183377.699422466    ,464045.425912501    ,동물약국,0,000
고양시,화정그린약국,2025-04-03,,0000,정상,,070-7740-7777,,10503,"경기도 고양시 덕양구 중앙로 612, 아이씨티일산 104호 (화정동)",경기도 고양시 덕양구 화정동 1148-6 아이씨티일산 104호,10503,37.6269836307,126.8306716291,,184984.27551462     ,458304.461081654    ,동물약국,0,000
고양시,작은약국,2025-04-11,,0000,정상,,,,10526,"경기도 고양시 덕양구 용현로 7, 110호 (행신동)",경기도 고양시 덕양구 행신동 765-1 110호,10526,37.6134369527,126.8355178684,,185409.061736196    ,456801.802658942    ,동물약국,0,000
고양시,우진온누리약국,2025-04-24,,0000,정상,,,0,10374,"경기도 고양시 일산서구 일산로 580, 정발빌딩 105호 (일산동)",경기도 고양시 일산서구 일산동 1065 정발빌딩 105호,10374,37.6796574947,126.7641516020,,179126.091388521    ,464165.014159433    ,동물약국,0,000
고양시,365종로약국,2025-10-22,,0000,정상,,,,10374,"경기도 고양시 일산서구 일산로 530, 모아프라자 1층 (일산동)",경기도 고양시 일산서구 일산동 1080 모아프라자 1층 ,10374,37.6774980239,126.7690945560,,179561.662632651    ,463924.147534329    ,동물약국,0,000
고양시,푸른봄동물약국,2024-12-26,,0000,정상,,,,10546,"경기도 고양시 덕양구 꽃마을로 68, 로데오프라자 1층 111호 (향동동)",경기도 고양시 덕양구 향동동 522 로데오프라자 ,10546,37.6009606006,126.8937671163,,190550.958987042    ,455409.202428584    ,동물약국,0,000
고양시,2층푸른약국,2025-09-04,,0000,정상,,,,10551,"경기도 고양시 덕양구 권율대로 512, 원흥퍼스트푸르지오시티 209호 (도내동)",경기도 고양시 덕양구 도내동 950 원흥퍼스트푸르지오시티 209호,10551,37.6362874633,126.8703476115,,188485.337314357    ,459330.401961716    ,동물약국,0,000
고양시,온누리청심약국,2024-03-19,,0000,정상,,,,10298,"경기도 고양시 덕양구 원당로125번길 12, 원릉빌딩 1층 (주교동)",경기도 고양시 덕양구 주교동 555-4 원릉빌딩 ,10298,37.6631627544,126.8386236440,,185691.7949536      ,462319.85728653     ,동물약국,0,000
고양시,해봄약국,2024-03-19,,0000,정상,,031-907-3621,,10307,"경기도 고양시 일산동구 숲속마을1로 29-30, 라고클리닉 106호 (풍동)",경기도 고양시 일산동구 풍동 1354 라고클리닉 ,10307,37.6641224258,126.7972762528,,182045.931228899    ,462436.942570861    ,동물약국,0,000
고양시,튼튼약국,2024-05-16,,0000,정상,,,,10386,"경기도 고양시 일산서구 중앙로 1426, 일송노블레스 2층 (주엽동)",경기도 고양시 일산서구 주엽동 66-1 일송노블레스 ,10386,37.6702699540,126.7619424818,,178929.113234693    ,463124.445219153    ,동물약국,0,000
고양시,건강예쁜약국,2024-06-18,,0000,정상,,,,10585,"경기도 고양시 덕양구 지축로 70, 지축푸리마타워 113호 (지축동)",경기도 고양시 덕양구 지축동 1005-4 지축푸리마타워 ,10585,37.6492660580,126.9157858123,,,,동물약국,0,000
고양시,우성온누리약국,2024-06-18,,0000,정상,,,,10419,"경기도 고양시 일산동구 백석로 105, 백송마을3단지 우성종합상가 1층 (백석동)",경기도 고양시 일산동구 백석동 1183 백송마을3단지 ,10419,37.6492535732,126.7887557774,,181262.398558446    ,460832.670736688    ,동물약국,0,000
고양시,태양약국,2024-06-18,,0000,정상,,,,10500,"경기도 고양시 덕양구 화신로272번길 58, 영프라자빌딩 105호 (화정동)",경기도 고양시 덕양구 화정동 972 영프라자빌딩 ,10500,37.6336616181,126.8321077585,,185111.707494025    ,459046.501169143    ,동물약국,0,000
고양시,스카이약국,2024-07-02,,0000,정상,,070-4139-3902,,10500,"경기도 고양시 덕양구 화중로 66, 롯데쇼핑(주)롯데마트화정점 1층 (화정동)",경기도 고양시 덕양구 화정동 982 롯데쇼핑(주)롯데마트화정점 ,10500,37.6329529662,126.8311167607,,185024.681774615    ,458969.125315118    ,동물약국,0,000
고양시,루미니약국,2024-07-02,,0000,정상,,031-973-2021,,10503,"경기도 고양시 덕양구 화중로 32-9, 101호 (화정동)",경기도 고양시 덕양구 화정동 1002-4 ,10503,37.6303090521,126.8305851405,,184954.589604519    ,458678.190281804    ,동물약국,0,000
고양시,탄현제일큰약국,2025-04-21,,0000,정상,,,,10241,"경기도 고양시 일산서구 일현로 123, 휴엔코아 105,106호 (탄현동)","경기도 고양시 일산서구 탄현동 139-32 휴엔코아 105, 106호 ",10241,37.6979175525,126.7654911485,,179240.700409735    ,466193.295792191    ,동물약국,0,000
고양시,더건강약국,2025-08-21,,0000,정상,,,,10285,"경기도 고양시 덕양구 통일로 760, 1층 (관산동, 더퍼스트프라임)",경기도 고양시 덕양구 관산동 1015 더퍼스트프라임 ,10285,37.6878475275,126.8660670827,,188119.693475478    ,465056.766292925    ,동물약국,0,000
고양시,코코온누리약국,2025-10-15,,0000,정상,,,,10589,"경기도 고양시 덕양구 동세로 88, 101호 (삼송동)",경기도 고양시 덕양구 삼송동 324-1 101호,10589,37.6502206669,126.8837425802,,189672.623779607    ,460877.748388728    ,동물약국,0,000
고양시,미래팜약국,2024-04-22,,0000,정상,,,,10340,"경기도 고양시 일산서구 원일로 126, 105호 (일산동)",경기도 고양시 일산서구 일산동 1680-1 ,10340,37.6848944695,126.7758494285,,180160.362233455    ,464742.792583191    ,동물약국,0,000
고양시,고운맘약국,2024-04-17,,0000,정상,,,,10462,"경기도 고양시 덕양구 호국로789번길 6, 중앙빌딩 102호 (주교동)",경기도 고양시 덕양구 주교동 615-6 중앙빌딩 102호,10462,37.6569834665,126.8360936103,,185467.455429959    ,461637.509988457    ,동물약국,0,000
고양시,유진약국,2024-06-24,,0000,정상,,,,10550,"경기도 고양시 덕양구 서오릉로 640, 101호 (원흥동)",경기도 고양시 덕양구 원흥동 728 ,10550,37.6360466948,126.8725257536,,188679.370629719    ,459304.482786154    ,동물약국,0,000
고양시,백마온누리약국,2023-12-12,,0000,정상,,031-932-7222,,10416,"경기도 고양시 일산동구 일산로 219, 지하1층 B01호 (마두동)",경기도 고양시 일산동구 마두동 738 지하1층 B01호,10416,37.6557257436,126.7888640956,,181299.113343588    ,461502.803859663    ,동물약국,0,000
고양시,드림약국,2024-04-04,,0000,정상,,031-902-8408,,10386,"경기도 고양시 일산서구 강선로 59, 동신파크 1층 (주엽동)",경기도 고양시 일산서구 주엽동 72-1 동신파크 ,10386,37.6695275542,126.7642969936,,179136.362716136    ,463043.412715882    ,동물약국,0,000
고양시,일산시장약국,2025-04-07,,0000,정상,,,,10353,"경기도 고양시 일산서구 고양대로 666, C동 113호 (일산동, e편한세상 일산 어반스카이)",경기도 고양시 일산서구 일산동 2148 e편한세상 일산 어반스카이 C동 113호,10353,37.6833165254,126.7698993834,,,,동물약국,0,000
고양시,다나을약국,2025-04-08,,0000,정상,,,,10386,"경기도 고양시 일산서구 중앙로 1426, 일송노블레스 409호 (주엽동)",경기도 고양시 일산서구 주엽동 66-1 일송노블레스 409호,10386,37.6702699540,126.7619424818,,178929.113234693    ,463124.445219153    ,동물약국,0,000
고양시,호수약국,2024-03-14,,0000,정상,,,,10414,"경기도 고양시 일산동구 장백로 172, 금강프라자 101호 (장항동)",경기도 고양시 일산동구 장항동 898-1 금강프라자 ,10414,37.6502682946,126.7777501638,,180319.354423302    ,460899.055565635    ,동물약국,0,000
고양시,봄날약국,2025-09-30,,0000,정상,,,,10336,"경기도 고양시 일산동구 탄중로 311-8, 삼성프라자 1층 일부호 (중산동)",경기도 고양시 일산동구 중산동 1561-3 삼성프라자 일부호,10336,37.6939245735,126.7800831657,,180534.049799555    ,465746.220174258    ,동물약국,0,000
고양시,행복한약국,2024-08-30,,0000,정상,,,,10446,"경기도 고양시 일산동구 강송로73번길 7-19, 1층 (백석동)",경기도 고양시 일산동구 백석동 1248 ,10446,37.6458408765,126.7908060132,,181467.889933113    ,460405.581647312    ,동물약국,0,000
고양시,화진약국,2025-05-19,,0000,정상,,,,10463,"경기도 고양시 덕양구 호국로790번길 17, 영프라자 409호 (성사동)",경기도 고양시 덕양구 성사동 697-14 영프라자 409호,10463,37.6562959816,126.8372561024,,185574.558384174    ,461557.366168146    ,동물약국,0,000
고양시,순약국,2025-05-19,,0000,정상,,,,10564,"경기도 고양시 덕양구 권율대로 672, 3호선 원흥역 봄오피스텔 317호 (원흥동)",경기도 고양시 덕양구 원흥동 627 3호선 원흥역 봄오피스텔 317호,10564,37.6498728739,126.8741778591,,188825.531654693    ,460840.60207293     ,동물약국,0,000
고양시,경희서울한약국,2024-01-17,,0000,정상,,,,10325,"경기도 고양시 일산동구 동국로 20, 2층 일부호 (식사동)",경기도 고양시 일산동구 식사동 662-11 ,10325,37.6759364629,126.8075522192,,182959.138168693    ,463742.621424683    ,동물약국,0,000
고양시,성보온누리약국,2024-02-20,,0000,정상,,,,10294,"경기도 고양시 덕양구 호국로 851, 103호 (성사동)",경기도 고양시 덕양구 성사동 714 103호,10294,37.6608845430,126.8406166104,,185868.070324289    ,462068.434944958    ,동물약국,0,000
고양시,일산아이약국,2024-04-30,,0000,정상,,,,10359,"경기도 고양시 일산동구 일산로 439, 1층 (정발산동)",경기도 고양시 일산동구 정발산동 1204-1 동원산부인과 ,10359,37.6729561796,126.7780065682,,180337.931431532    ,463424.391193876    ,동물약국,0,000
고양시,샘약국,2025-05-28,,0000,정상,,,,10546,"경기도 고양시 덕양구 향기로 14, 1층 110호 (향동동)",경기도 고양시 덕양구 향동동 594 ,10546,37.5940767873,126.8872529873,,189971.235249875    ,454641.416138895    ,동물약국,0,000
고양시,원흥온누리약국,2025-05-29,,0000,정상,,,0,10564,"경기도 고양시 덕양구 권율대로 672, 3호선 원흥역 봄오피스텔 311, 312호 (원흥동)","경기도 고양시 덕양구 원흥동 627 3호선 원흥역 봄오피스텔 311, 312호 ",10564,37.6498728739,126.8741778591,,188825.531654693    ,460840.60207293     ,동물약국,0,000
고양시,하이탑약국,2025-05-30,,0000,정상,,,,10461,"경기도 고양시 덕양구 호국로 783, 문화빌딩 103호 (주교동)",경기도 고양시 덕양구 주교동 614-4 문화빌딩 103호,10461,37.6564038375,126.8355999444,,185419.84781874     ,461567.846043726    ,동물약국,0,000
고양시,향동달빛약국,2025-02-06,,0000,정상,,,,10545,"경기도 고양시 덕양구 꽃마을로 42, 향동 센트럴타워 1층 110호 (향동동)",경기도 고양시 덕양구 향동동 473 향동 센트럴타워 110호,10545,37.6009670253,126.8915126737,,190349.785411865    ,455408.502849355    ,동물약국,0,000
고양시,레몬약국,2024-05-21,,0000,정상,,,,10463,"경기도 고양시 덕양구 호국로 804, 원당타운 1층 (성사동)",경기도 고양시 덕양구 성사동 510-5 원당타운 ,10463,37.6573788576,126.8374845564,,185598.119755039    ,461675.606250859    ,동물약국,0,000
고양시,사랑플러스약국,2024-05-21,,0000,정상,,,,10447,"경기도 고양시 일산동구 중앙로 1079, 백석역 더리브 스타일 124호 (백석동)",경기도 고양시 일산동구 백석동 1335 백석역 더리브 스타일 124호,10447,37.6450460269,126.7845565262,,180922.76218098     ,460325.825632565    ,동물약국,0,000
고양시,신세계약국,2024-01-25,,0000,정상,,,0,10381,"경기도 고양시 일산서구 중앙로 1574, 102호 (대화동)",경기도 고양시 일산서구 대화동 2205-1 102호,10381,37.6765777097,126.7474441792,,177650.710164025    ,463828.456747375    ,동물약국,0,000
고양시,이편한온누리약국,2025-02-04,,0000,정상,,,,10380,"경기도 고양시 일산서구 주화로 180, 월드메르디앙오피스텔 104호 (대화동)",경기도 고양시 일산서구 대화동 2239-1 월드메르디앙오피스텔 104호,10380,37.6745350445,126.7493812178,,177808.555546448    ,463605.557471259    ,동물약국,0,000
고양시,다나을약국,2024-04-29,,0000,정상,,,,10386,"경기도 고양시 일산서구 중앙로 1426, 일송노블레스 409호 (주엽동)",경기도 고양시 일산서구 주엽동 66-1 일송노블레스 ,10386,37.6702699540,126.7619424818,,178929.113234693    ,463124.445219153    ,동물약국,0,000
고양시,다온약국,2025-09-11,,0000,정상,,,,10324,"경기도 고양시 일산동구 위시티로 32, 위시티스퀘어 104호 (식사동)",경기도 고양시 일산동구 식사동 1582-1 위시티스퀘어 104호,10324,37.6753041410,126.8088508377,,183069.276160877    ,463670.35863399     ,동물약국,0,000
고양시,덕은한결약국,2024-07-05,,0000,정상,,,,10544,"경기도 고양시 덕양구 으뜸로 138, 109호 (덕은동)",경기도 고양시 덕양구 덕은동 718 ,10544,37.5799408160,126.8712641378,,,,동물약국,0,000
고양시,한국약국 원당점,2023-10-31,,0000,정상,,,,10464,"경기도 고양시 덕양구 호국로 778-28, 성산빌딩 1층 (성사동)",경기도 고양시 덕양구 성사동 701 성산빌딩 ,10464,37.6558351810,126.8370561342,,185551.17908707     ,461507.222118731    ,동물약국,0,000
고양시,마음약국,2023-02-22,,0000,정상,,0319045098,,10414,"경기도 고양시 일산동구 중앙로 1200, 삼희골드프라자 107호 (마두동)",경기도 고양시 일산동구 마두동 798-1 삼희골드프라자 ,10414,37.6537981547,126.7772058298,,180263.797565087    ,461302.073464329    ,동물약국,0,000
고양시,일산시장약국,2023-05-25,,0000,정상,,,,10353,"경기도 고양시 일산서구 고양대로 666, C동 113호 (일산동, e편한세상 일산 어반스카이)",경기도 고양시 일산서구 일산동 2148 e편한세상 일산 어반스카이 c동 113호,10353,37.6833143485,126.7695478326,,,,동물약국,0,000
고양시,새싹약국,2023-11-03,,0000,정상,,,,10543,"경기도 고양시 덕양구 대덕산로 63, 1층 (덕은동)",경기도 고양시 덕양구 덕은동 0 ,10543,37.5808719868,126.8650499136,,,,동물약국,0,000
고양시,오아시스약국,2023-11-09,,0000,정상,,031-911-8288,,10387,"경기도 고양시 일산서구 중앙로 1456, 서현프라자 108호 (주엽동)",경기도 고양시 일산서구 주엽동 18-2 서현프라자 ,10387,37.6715583036,126.7589815191,,178668.321119565    ,463267.005753621    ,동물약국,0,000
고양시,아름다운약국,2023-04-07,,0000,정상,,,,10336,"경기도 고양시 일산동구 중산로 253, 중산마을2단지  106호 (중산동)",경기도 고양시 일산동구 중산동 1556 중산마을2단지 ,10336,37.6947112359,126.7804952422,,180479.174756011    ,465875.331555732    ,동물약국,0,000
고양시,코코온누리약국,2024-06-26,,0000,정상,,,,10589,"경기도 고양시 덕양구 동세로 88, 101호 (삼송동)",경기도 고양시 덕양구 삼송동 324-1 ,10589,37.6502116540,126.8837426547,,189672.623779607    ,460877.748388728    ,동물약국,0,000
고양시,백두약국,2025-10-01,,0000,정상,,,,10343,"경기도 고양시 일산서구 일현로 56, 삼정프라자 103호 (탄현동)",경기도 고양시 일산서구 탄현동 1573-1 삼정프라자 103호,10343,37.6919217818,126.7637241783,,179097.694549585    ,465535.659697811    ,동물약국,0,000
고양시,세정약국,2024-03-20,,0000,정상,,,,10414,"경기도 고양시 일산동구 장백로 172, 금강프라자 201호 (장항동)",경기도 고양시 일산동구 장항동 898-1 금강프라자 ,10414,37.6502682946,126.7777501638,,180319.354423302    ,460899.055565635    ,동물약국,0,000
고양시,한나약국,2025-11-04,,0000,정상,,,,10386,"경기도 고양시 일산서구 중앙로 1406, 한솔코아(주) 106호 (주엽동)",경기도 고양시 일산서구 주엽동 72-2 한솔코아(주) 106호,10386,37.6693807341,126.7638789033,,179098.856750343    ,463022.124877037    ,동물약국,0,000
고양시,화정마트약국,2025-09-15,,0000,정상,,,,10500,"경기도 고양시 덕양구 백양로 79, 이마트 1층 (화정동)",경기도 고양시 덕양구 화정동 976 이마트 1층 ,10500,37.6326864598,126.8333971579,,185226.158241731    ,458936.976683497    ,동물약국,0,000
고양시,채움약국,2024-07-10,,0000,정상,,,,10585,"경기도 고양시 덕양구 지축로 50, 102,103호 (지축동)",경기도 고양시 덕양구 지축동 996 ,10585,37.6500032793,126.9135921792,,,,동물약국,0,000
고양시,풍림약국,2024-05-29,,0000,정상,,,,10345,"경기도 고양시 일산서구 현중로 10, 1층 114호 (탄현동, 탄현마을16단지아파트)",경기도 고양시 일산서구 탄현동 1585 탄현마을16단지아파트 ,10345,37.6912253429,126.7691299702,,179605.284415426    ,465528.342316582    ,동물약국,0,000
고양시,더튼튼약국,2024-10-28,,0000,정상,,,,10589,"경기도 고양시 덕양구 동세로 88, 102호 (삼송동)",경기도 고양시 덕양구 삼송동 324-1 ,10589,37.6502116540,126.8837426547,,189672.623779607    ,460877.748388728    ,동물약국,0,000
