시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,축산업무구분명,축산고유번호,권리주체일련번호
고양시,행복한 동물병원,2023-04-21,,1,정상,,,49.73,,경기도 고양시 일산동구 중앙로1275번길 60-17,경기도 고양시 일산동구 장항동 756-5 트루엘 파크스테이,10401,37.6594293159,126.7680926522,,240314.9422,418943.8765,동물병원,,
고양시,제이엠 동물병원,2004-12-18,,1,정상,,031-924-1375,0,,경기도 고양시 일산동구 정발산로 43-20,경기도 고양시 일산동구 장항동 846 센트럴프라자 205호,10402,37.6583803846,126.7733747675,,179935.268,461800.1248,동물병원,,
고양시,진스 종합 동물병원,2010-01-29,,1,정상,,,0,,경기도 고양시 일산동구 노루목로 99,경기도 고양시 일산동구 장항동 883번지 호수마을5단지아파트 121호,10413,37.6500741382,126.7754848476,,180178.1236,460901.4214,동물병원,,
고양시,이창훈 동물병원,1993-04-21,,1,정상,,,0,,경기도 고양시 일산동구 무궁화로141번길 7-9,경기도 고양시 일산동구 정발산동 1180-3번지,10359,37.6694671377,126.7763848878,,180202.5605,463031.6088,동물병원,,
고양시,토베스트 동물병원,2006-08-25,,1,정상,,,0,,경기도 고양시 일산동구 일산로441번길 15-19,경기도 고양시 일산동구 정발산동 1203-7번지,10359,37.6724428730,126.7780795781,,194619.5957,429797.4445,동물병원,,
고양시,고양 우리아이 동물병원,2017-05-16,,1,정상,,031-965-0079,0,,경기도 고양시 덕양구 혜음로 54,경기도 고양시 덕양구 고양동 162,10274,37.7054151818,126.9024807106,,191332.679,467000.8355,동물병원,,
고양시,고양동물병원,2013-03-13,,1,정상,,031-964-7599,0,,경기도 고양시 덕양구 혜음로 8,경기도 고양시 덕양구 고양동 243,10275,37.7010764859,126.9018235658,,191272.2379,466525.0815,동물병원,,
고양시,대심동물병원,2019-06-24,,1,정상,,031-962-1588,0,,경기도 고양시 덕양구 통일로 753,경기도 고양시 덕양구 관산동 185 도광빌딩,10287,37.6871028144,126.8666972136,,188178.6433,464969.0961,동물병원,,
고양시,예 동물병원,2015-03-01,,1,정상,,,46.41,,경기도 고양시 덕양구 도래울로 52,경기도 고양시 덕양구 도내동 1020번지,10551,37.6303700879,126.8694795633,,188410.6047,458676.3217,동물병원,,
고양시,삼송동물병원,2015-01-02,,1,정상,,,,,경기도 고양시 덕양구 삼송로 154-1,경기도 고양시 덕양구 삼송동 135-51번지,10590,37.6525840286,126.8910463832,,190316.6522,461138.7866,동물병원,,
고양시,피그만클리닉,2006-10-10,,1,정상,,,0,,경기도 고양시 덕양구 삼송로 222,경기도 고양시 덕양구 삼송동 293 310호,10592,37.6528963832,126.8992287721,,191025.0106,461186.0016,동물병원,,
고양시,삼송사랑 동물의료센터,2015-05-01,,1,정상,,02-388-8275,157,,경기도 고양시 덕양구 삼송로 92,경기도 고양시 덕양구 삼송동 326-2번지 우영프라자 2층,10589,37.6508368004,126.8843609777,,189725.5961,460945.5137,동물병원,,
고양시,포근한동물병원,2015-07-08,,1,정상,,02-381-7963,0,,경기도 고양시 덕양구 동세로 63,경기도 고양시 덕양구 삼송동 337-3번지,10588,37.6481325706,126.8843152860,,178712.7716,444527.5746,동물병원,,
고양시,민동물병원,1992-01-28,,1,정상,,,0,,경기도 고양시 덕양구 호국로 778-6,경기도 고양시 덕양구 성사동 699-1번지,10464,37.6556019519,126.8356524373,,185427.6873,461481.8022,동물병원,,
고양시,365 신원당 동물병원,2013-10-04,,1,정상,,,0,,경기도 고양시 덕양구 호국로790번길 88,경기도 고양시 덕양구 성사동 706-4번지 1층 365 신원당동물병원,10464,37.6544568764,126.8404013748,,185847.302,461353.3724,동물병원,,
고양시,앞선동물병원,2014-12-12,,1,정상,,,0,,경기도 고양시 덕양구 신원로1길 48,경기도 고양시 덕양구 신원동 638-2번지,10570,37.6618149643,126.8878190661,,190033.2601,462163.3133,동물병원,,
고양시,더힐링동물병원,2021-07-07,,1,정상,,27127582,,,경기도 고양시 덕양구 오금1로 143,경기도 고양시 덕양구 오금동 663-1,10576,37.6601067159,126.9080820110,,191818.934,461971.4037,동물병원,,
고양시,하이반려동물행동클리닉,2021-09-06,,1,정상,,319661210,,,경기도 고양시 덕양구 권율대로 690,경기도 고양시 덕양구 원흥동 635,10558,37.6507331861,126.8749414972,,188926.0455,460940.6776,동물병원,,
고양시,원당동물병원,2008-09-04,,1,정상,,962-6049,0,,경기도 고양시 덕양구 마상로126번길 97,경기도 고양시 덕양구 주교동 611-9번지,10461,37.6564996476,126.8334110505,,185231.5689,461582.4726,동물병원,,
고양시,해오름 동물병원,2009-05-04,,1,정상,,818-6543,0,,경기도 고양시 덕양구 호국로 821,경기도 고양시 덕양구 주교동 621-3번지 101호,10462,37.6589530056,126.8385249433,,185684.469,461852.5678,동물병원,,
고양시,작은 친구 동물병원,2002-02-06,,1,정상,,031-970-9204,22,,경기도 고양시 덕양구 토당로42번길 13-15,경기도 고양시 덕양구 토당동 855-1번지,10510,37.6203310654,126.8210768432,,184137.4911,457573.4025,동물병원,,
고양시,탑동물병원,2021-03-16,,1,정상,,,,,경기도 고양시 덕양구 토당로 4,경기도 고양시 덕양구 토당동 870-5,10510,37.6174106969,126.8242081066,,185013.7034,458778.5228,동물병원,,
고양시,헬릭스동물메디컬센터,2010-05-24,,1,정상,,031-978-7575,451.19,,경기도 고양시 덕양구 중앙로 439,"경기도 고양시 덕양구 행신동 1086 서정프라자 1층, 2층",10532,37.6175351014,126.8462912478,,186358.4458,457257.5321,동물병원,,
고양시,메리알동물병원,2021-07-02,,1,정상,,,,,경기도 고양시 덕양구 무원로6번길 20,경기도 고양시 덕양구 행신동 707-3 M-타워,10523,37.6134267310,126.8337050870,,185248.0884,456800.9311,동물병원,,
고양시,펫피아 동물병원,2006-10-19,,1,정상,,,0,,경기도 고양시 덕양구 충경로 45,경기도 고양시 덕양구 행신동 756-10번지,10525,37.6156857686,126.8347160317,,209931.2902,388148.0217,동물병원,,
고양시,아마존,2001-04-06,,1,정상,,031-972-7582,0,,경기도 고양시 덕양구 중앙로558번길 21,경기도 고양시 덕양구 행신동 944번지,10495,37.6246698042,126.8359165022,,185447.4261,458048.9742,동물병원,,
고양시,디엔씨,1997-09-02,,1,정상,,9780075,0,,경기도 고양시 덕양구 중앙로 550,경기도 고양시 덕양구 행신동 950-1 106호,10495,37.6234997889,126.8362215426,,185472.5443,457917.4048,동물병원,,
고양시,서울하은동물병원,2021-03-04,,1,정상,,02-6951-0275,0,,경기도 고양시 덕양구 꽃내음1길 128,경기도 고양시 덕양구 향동동 489-11,10545,37.5998956551,126.8900033897,,190218.307,455291.087,동물병원,,
고양시,더바름동물병원,2020-04-07,,1,정상,,02-6953-7515,0,,경기도 고양시 덕양구 향기로 56,경기도 고양시 덕양구 향동동 563번지,10546,37.5949852486,126.8921164431,,190408.5962,454741.9862,동물병원,,
고양시,경서동물병원,2023-07-18,,1,정상,,231580733,100,,경기도 고양시 덕양구 중앙로 136,경기도 고양시 덕양구 화전동 219-14,10538,37.6007975532,126.8729125528,,188707.2078,455391.5237,동물병원,,
고양시,서울프라임 동물병원,2014-04-30,,1,정상,,031-970-0075,,,경기도 고양시 덕양구 중앙로 628,경기도 고양시 덕양구 화정동 1148-1번지,10503,37.6275324506,126.8289101559,,184828.9247,458367.0876,동물병원,,
고양시,센트럴동물병원,2019-12-03,,1,정상,,031-967-8275,,,경기도 고양시 덕양구 은빛로 45,경기도 고양시 덕양구 화정동 909-3번지 화정꽃무리조합프라자 202호,10477,37.6381103365,126.8330200085,,185182.792,459542.2493,동물병원,,
고양시,쿨펫동물병원,2008-12-04,,1,정상,,971-7585,56.9,,경기도 고양시 덕양구 화중로 66,경기도 고양시 덕양구 화정동 982번지 롯데마트,10500,37.6329529662,126.8311167607,,196752.3327,432521.0429,동물병원,,
고양시,Dr. dog 동물영상의료센터,2003-06-13,,1,정상,,932-0075~6,104.8,,경기도 고양시 일산동구 일산로394번길 5-11,경기도 고양시 일산동구 정발산동 1294-4,10406,37.6707044430,126.7812146784,,180629.3582,463166.4891,동물병원,,
고양시,더독,2003-08-02,,1,정상,,031-977-0154,0,,경기도 고양시 일산동구 고봉로278번길 16,경기도 고양시 일산동구 중산동 1667-3번지,10338,37.6832431833,126.7784852605,,180390.9569,464559.9841,동물병원,,
고양시,위즈펫동물병원 풍산점,2017-07-13,,1,정상,,,0,,경기도 고양시 일산동구 무궁화로 237,경기도 고양시 일산동구 중산동 1809번지,10311,37.6738948112,126.7871031801,,181149.6822,463521.8019,동물병원,,
고양시,펫스티벌 동물병원,2017-09-26,,1,정상,,070-4337-5967,0,,경기도 고양시 일산동구 고양대로 885,경기도 고양시 일산동구 풍동 660-3,10319,37.6789448362,126.7935302164,,186831.9593,468074.8233,동물병원,,
고양시,벳케어 동물병원,2010-04-28,,1,정상,,921-0117,0,,경기도 고양시 일산서구 가좌3로 27,경기도 고양시 일산서구 가좌동 390-8번지,10209,37.6871832352,126.7192552209,,175167.3771,465009.5895,동물병원,,
고양시,자유로 동물병원,2007-12-13,,1,정상,,,0,,경기도 고양시 일산서구 대화로 120,경기도 고양시 일산서구 대화동 1450-1번지 자유로프라자,10222,37.6697044975,126.7340429263,,176474.1799,463060.185,동물병원,,
고양시,토론토 동물병원,2010-08-10,,1,정상,,923-7533,80,,경기도 고양시 일산서구 대산로212번길 8-12,경기도 고양시 일산서구 대화동 2119-4번지,10370,37.6782266204,126.7558873491,,244102.628,443704.25,동물병원,,
고양시,초원동물병원,2008-04-14,,1,정상,,,0,,경기도 고양시 일산서구 일산로 589,경기도 고양시 일산서구 일산동 1054-1번지 현대프라자,10371,37.6795411989,126.7628485981,,178994.545,464162.9633,동물병원,,
고양시,통일로 동물병원,2014-04-21,,1,정상,,070-7720-4934,0,,경기도 고양시 덕양구 통일로 730,경기도 고양시 덕양구 관산동 163-16번지,10285,37.6879281913,126.8693441756,,193537.2603,494837.9241,동물병원,,
고양시,원흥동물의료센터,2017-03-14,,1,정상,,031-966-3328,0,,경기도 고양시 덕양구 도래울로 40,경기도 고양시 덕양구 도내동 1087번지 201호,10551,37.6293659576,126.8687967402,,188350.1863,458565.2135,동물병원,,
고양시,웰니스동물병원 스타필드 고양,2020-12-23,,1,정상,,031-5173-1487,,,경기도 고양시 덕양구 고양대로 1955,경기도 고양시 덕양구 동산동 370번지 스타필드 고양 1층 1100호,10595,37.6470962619,126.8948092677,,190645.3143,460528.948,동물병원,,
고양시,24시 라인동물의료센터,2020-03-11,,1,정상,,02-381-2475,860.69,,경기도 고양시 덕양구 동송로 70,경기도 고양시 덕양구 삼송동 291번지 힐스테이트 삼송역 2층 227-231호,10591,37.6524252132,126.8969766222,,190815.458,461119.3423,동물병원,,
고양시,삼송동물의료센터,2015-04-23,,1,정상,,02-381-9658,25,,경기도 고양시 덕양구 삼송로205번길 15,경기도 고양시 덕양구 삼송동 61-9번지,10556,37.6544578442,126.8961212669,,190764.6238,461349.4422,동물병원,,
고양시,신원동물메디컬센터,2016-11-04,,1,정상,,02-381-0507,,,경기도 고양시 덕양구 신원로1길 42,경기도 고양시 덕양구 신원동 638-4번지,10570,37.6619606414,126.8881013162,,190057.405,462180.26,동물병원,,
고양시,고양시 동물보호센터,2014-05-12,,1,정상,,031-962-3232,352.54,,경기도 고양시 덕양구 고양대로 1695,경기도 고양시 덕양구 원흥동 471-10 고양시 농업기술센터,10563,37.6497789908,126.8700863528,,188445.243,460802.6267,동물병원,,
고양시,지축오투동물의료센터,2022-09-16,,1,정상,,23810275,70.28,,경기도 고양시 덕양구 지축로 86,경기도 고양시 덕양구 지축동 1057-2번지 207~208호,10585,37.6487874300,126.9174219266,,,,동물병원,,
고양시,해랑동물병원,2022-08-29,,1,정상,,318118991,275.01,,경기도 고양시 덕양구 토당로 115,경기도 고양시 덕양구 토당동 282-23 금호프라자,10506,37.6254989841,126.8169615534,,183778.6343,458154.13,동물병원,,
고양시,탑동물병원,2023-02-08,,1,정상,,031-970-7765,0,,경기도 고양시 덕양구 토당로 4,경기도 고양시 덕양구 토당동 870-5,10510,37.6174106969,126.8242081066,,184411.9135,457246.3362,동물병원,,
고양시,Helix ADI Center : 헬릭스 영상진단센터,2012-11-21,,1,정상,,031-978-7575,130,,경기도 고양시 덕양구 중앙로 439,경기도 고양시 덕양구 행신동 1086 205~6호,10532,37.6175351014,126.8462912478,,186358.4458,457257.5321,동물병원,,
고양시,행신동물병원,1995-11-01,,1,정상,,031-971-5534,0,,경기도 고양시 덕양구 행신로 147,경기도 고양시 덕양구 행신동 647-14번지,10517,37.6193729646,126.8316577052,,185068.2327,457460.8939,동물병원,,
고양시,아이편한 동물의료센터,2021-10-21,,1,정상,,319708875,147.1,,경기도 고양시 덕양구 충장로 14,경기도 고양시 덕양구 행신동 762,10526,37.6140350057,126.8344814671,,185316.5624,456868.29,동물병원,,
고양시,행신동물의료센터,2021-06-28,,1,정상,,031-944-7587,223.44,,경기도 고양시 덕양구 충장로 122,경기도 고양시 덕양구 행신동 999-2 블레스타운,10518,37.6235052997,126.8340004250,,185274.4899,457918.7327,동물병원,,
고양시,이용철동물병원,2003-07-03,,1,정상,,975-1475,115,,경기도 고양시 일산서구 고양대로 688,경기도 고양시 일산서구 일산동 646-1,10353,37.6836565405,126.7724137723,,179854.2192,464610.3739,동물병원,,
고양시,동물진료법인 쥬박스동물메디컬센터,2022-01-04,,1,정상,,031-913-0649,,,,경기도 고양시 일산서구 주엽동 105 주엽역 삼부르네상스,10386,37.6694732913,126.7613834257,,178921.7556,462986.5479,동물병원,,
고양시,반딧불 동물병원,2003-05-20,,1,정상,,904-2345,0,,경기도 고양시 일산서구 중앙로 1443,경기도 고양시 일산서구 주엽동 110-2번지 가람상가 208호,10387,37.6703911449,126.7597074862,,178734.0352,463140.2118,동물병원,,
고양시,그랜드 동물병원,2005-04-07,,1,정상,,921-7582,0,,경기도 고양시 일산서구 주엽로 134,경기도 고양시 일산서구 주엽동 115-1 시대프라자,10387,37.6707056974,126.7581282251,,178593.8842,463172.801,동물병원,,
고양시,하노버,1998-03-31,,1,정상,,9193567,0,,경기도 고양시 일산서구 중앙로 1470,경기도 고양시 일산서구 주엽동 17번지 문촌마을 복합상가,10379,37.6722957977,126.7572959612,,178529.1368,463365.6236,동물병원,,
고양시,호수동물병원,2009-12-09,,1,정상,,,0,,경기도 고양시 일산서구 중앙로 1470,경기도 고양시 일산서구 주엽동 17번지 문촌마을10단지아파트 A동 106-3호,10379,37.6722957977,126.7572959612,,186889.9943,430645.1398,동물병원,,
고양시,시민종합동물병원,1995-06-23,,1,정상,,911-7346,0,,경기도 고양시 일산서구 대산로 126,경기도 고양시 일산서구 주엽동 31-1번지,10375,37.6747879746,126.7637687862,,179089.635,463622.125,동물병원,,
고양시,로하스 동물병원,2009-08-07,,1,정상,,031-923-8271,0,,,경기도 고양시 일산서구 주엽동 63 강선마을8단지,10361,37.6693392485,126.7673490183,,179335.8688,463073.7118,동물병원,,
고양시,마리동물병원,2000-11-30,,1,정상,,9130182,0,,,경기도 고양시 일산서구 탄현동 1487 탄현마을2단지,10243,37.6931261693,126.7675233585,,182769.0112,445496.1789,동물병원,,
고양시,해맑은 동물병원,2006-06-08,,1,정상,,031-924-0075,0,,경기도 고양시 일산서구 일현로 48,경기도 고양시 일산서구 탄현동 1573-5번지 현해프라자 203호,10343,37.6912696849,126.7632202251,,179054.6606,465462.1498,동물병원,,
고양시,조이동물병원 제니스점,2015-12-30,,1,정상,,031-925-1175,0,,경기도 고양시 일산서구 일현로 97-11,경기도 고양시 일산서구 탄현동 1640번지 일산위브더제니스수퀘어 159 160호,10242,37.6952099083,126.7620129222,,179005.6651,465786.0297,동물병원,,
고양시,Dr.dog동물의료센터,2016-01-13,,1,정상,,031-932-0075,0,,경기도 고양시 일산동구 일산로394번길 5-9,경기도 고양시 일산동구 정발산동 1294-5,10406,37.6706401792,126.7810225333,,180615.1755,463159.8962,동물병원,,
고양시,김 S 동물병원,2005-03-22,,1,정상,,031-916-7509,0,,경기도 고양시 일산동구 무궁화로93번길 6-10,경기도 고양시 일산동구 정발산동 702-4번지,10362,37.6667464666,126.7736673823,,179960.7261,462730.4215,동물병원,,
고양시,참사랑,1998-10-01,,1,정상,,031-975-0187,0,,경기도 고양시 일산동구 탄중로 324,경기도 고양시 일산동구 중산동 1570번지,10333,37.6931281213,126.7810209544,,180618.2725,465655.6797,동물병원,,
고양시,산들동물병원,2006-06-17,,1,정상,,976-7585,0,,경기도 고양시 일산동구 고봉로 250,경기도 고양시 일산동구 중산동 1669-4번지,10355,37.6816119593,126.7785124016,,180391.6905,464405.9668,동물병원,,
고양시,해온동물의료센터,2022-12-08,,1,정상,,031-975-7580,136.41,,경기도 고양시 일산동구 고양대로 762,경기도 고양시 일산동구 중산동 1688,10355,37.6818795509,126.7810047910,,180597.5876,464407.4669,동물병원,,
고양시,풍동 라파엘 동물병원,2006-09-12,,1,정상,,,152.88,,,경기도 고양시 일산동구 풍동 1273-6 중앙프라자,10306,37.6677543174,126.7987160382,,182186.6845,462835.4955,동물병원,,
고양시,풍동동물병원,2007-05-01,,1,정상,,,0,,경기도 고양시 일산동구 숲속마을로 48,경기도 고양시 일산동구 풍동 1280번지,10306,37.6674431629,126.7979252614,,182103.4885,462804.2993,동물병원,,
고양시,일산동물의료원,2005-01-25,,1,정상,,031-924-7582,423.78,,경기도 고양시 일산서구 대화로 407,경기도 고양시 일산서구 대화동 2038,10368,37.6824317759,126.7538266641,,178216.9035,464479.3771,동물병원,,
고양시,워리워리,2002-10-28,,1,정상,,,0,,경기도 고양시 일산서구 일산로635번길 8-21,경기도 고양시 일산서구 대화동 2107-18번지 24통8반 2층,10370,37.6817585659,126.7571222369,,178507.6517,464398.6442,동물병원,,
고양시,정창수외과동물병원,2023-02-08,,1,정상,,031-911-7577,255.27,,경기도 고양시 일산서구 중앙로 1547,경기도 고양시 일산서구 대화동 2239 KINTEX ZONE,10380,37.6747974930,126.7495486697,,177837.4718,463631.4245,동물병원,,
고양시,오엠동물병원,2009-04-23,,1,정상,,902-7567,168.18,,경기도 고양시 일산서구 한류월드로 300,경기도 고양시 일산서구 대화동 2606 고양 원마운트,10392,37.6645540055,126.7545272288,,178268.1356,462480.7344,동물병원,,
고양시,쿨펫동물병원 킨텍스점,2015-06-16,,1,정상,,319119975,0,,경기도 고양시 일산서구 킨텍스로 171,경기도 고양시 일산서구 대화동 2703,10390,37.6615673830,126.7441037261,,207005.7696,412503.4341,동물병원,,
고양시,돌봄동물병원,2016-03-07,,1,정상,,031-911-7585,72.53,,경기도 고양시 일산서구 하이파크2로 42,경기도 고양시 일산서구 덕이동 1544번지,10234,37.6990709886,126.7539661867,,,,동물병원,,
고양시,조이동물병원,2009-03-09,,1,정상,,919-1175,0,,경기도 고양시 일산서구 경의로 844,경기도 고양시 일산서구 덕이동 267-1번지,10232,37.6928802304,126.7598922826,,178747.6349,465632.6854,동물병원,,
고양시,사과나무 동물병원,2005-10-14,,1,정상,,,57,,경기도 고양시 일산서구 일산로 539,경기도 고양시 일산서구 일산동 1084-3번지 가람프라자 101호,10375,37.6773558009,126.7679619385,,179459.9283,463906.0494,동물병원,,
고양시,중산동물메디컬센터,2022-09-21,,1,정상,,319768939,227,,경기도 고양시 일산서구 고봉로 299,경기도 고양시 일산서구 일산동 555-9,10340,37.6858946979,126.7772800655,,180284.9852,464853.379,동물병원,,
고양시,탑케어동물의료원,2007-03-30,,1,정상,,1666-7501,790.8,,경기도 고양시 덕양구 화신로272번길 5,경기도 고양시 덕양구 화정동 984-8,10500,37.6312311266,126.8310641950,,205773.6004,502297.4603,동물병원,,
고양시,백마동물병원,2005-05-16,,1,정상,,,0,,경기도 고양시 일산동구 일산로 212,경기도 고양시 일산동구 마두동 728-1번지 장항A타운,10417,37.6553265216,126.7899222246,,181395.7172,461459.8916,동물병원,,
고양시,다니엘 동물병원,2009-04-27,,1,정상,,908-5857,0,,경기도 고양시 일산동구 일산로 233,경기도 고양시 일산동구 마두동 751-2,10416,37.6568395616,126.7882299359,,181247.096,461626.6898,동물병원,,
고양시,가람동물병원,1996-10-04,,1,정상,,031-906-0976,0,,,경기도 고양시 일산동구 마두동 796번지 강촌마을7단지,10415,37.6531636631,126.7795699625,,183160.18,442375.815,동물병원,,
고양시,올리브동물병원,2006-11-17,,1,정상,,031-908-7582,0,,경기도 고양시 일산동구 중앙로 1130,경기도 고양시 일산동구 마두동 806번지 올리브 상가 C동 112호,10422,37.6496256078,126.7802502896,,180539.609,460835.8507,동물병원,,
고양시,이솝동물병원,2004-07-01,,1,정상,,031-903-3399,0,,경기도 고양시 일산동구 일산로286번길 7-7,경기도 고양시 일산동구 마두동 898-7번지,10412,37.6617307004,126.7862331414,,225386.4632,431747.6809,동물병원,,
고양시,Wiz-Pet 동물병원,2015-06-22,,1,정상,,,0,,경기도 고양시 일산동구 중앙로 1036,경기도 고양시 일산동구 백석동 1242번지 롯데아우렛 1층,10450,37.6431934574,126.7897203592,,181369.9672,460117.3546,동물병원,,
