시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,축산업무구분명,축산고유번호,권리주체일련번호
고양시,Helix ADI Center : 헬릭스 영상진단센터,2012-11-21,,1,정상,,031-978-7575,130,,경기도 고양시 덕양구 중앙로 439,경기도 고양시 덕양구 행신동 1086 205~6호,10532,37.6175351,126.8462912,,186358.4458,457257.5321,동물병원,,
고양시,행신동물병원,1995-11-01,,1,정상,,031-971-5534,0,,경기도 고양시 덕양구 행신로 147,경기도 고양시 덕양구 행신동 647-14번지,10517,37.61937296,126.8316577,,185068.2327,457460.8939,동물병원,,
고양시,아이편한 동물의료센터,2021-10-21,,1,정상,,319708875,147.1,,경기도 고양시 덕양구 충장로 14,경기도 고양시 덕양구 행신동 762,10526,37.61403501,126.8344815,,185316.5624,456868.29,동물병원,,
고양시,행신동물의료센터,2021-06-28,,1,정상,,031-944-7587,223.44,,경기도 고양시 덕양구 충장로 122,경기도 고양시 덕양구 행신동 999-2 블레스타운,10518,37.6235053,126.8340004,,185274.4899,457918.7327,동물병원,,
고양시,이용철동물병원,2003-07-03,,1,정상,,975-1475,115,,경기도 고양시 일산서구 고양대로 688,경기도 고양시 일산서구 일산동 646-1,10353,37.68365654,126.7724138,,179854.2192,464610.3739,동물병원,,
고양시,동물진료법인 쥬박스동물메디컬센터,2022-01-04,,1,정상,,031-913-0649,,,,경기도 고양시 일산서구 주엽동 105 주엽역 삼부르네상스,10386,37.66947329,126.7613834,,178921.7556,462986.5479,동물병원,,
고양시,반딧불 동물병원,2003-05-20,,1,정상,,904-2345,0,,경기도 고양시 일산서구 중앙로 1443,경기도 고양시 일산서구 주엽동 110-2번지 가람상가 208호,10387,37.67039114,126.7597075,,178734.0352,463140.2118,동물병원,,
고양시,그랜드 동물병원,2005-04-07,,1,정상,,921-7582,0,,경기도 고양시 일산서구 주엽로 134,경기도 고양시 일산서구 주엽동 115-1 시대프라자,10387,37.6707057,126.7581282,,178593.8842,463172.801,동물병원,,
고양시,하노버,1998-03-31,,1,정상,,9193567,0,,경기도 고양시 일산서구 중앙로 1470,경기도 고양시 일산서구 주엽동 17번지 문촌마을 복합상가,10379,37.6722958,126.757296,,178529.1368,463365.6236,동물병원,,
고양시,호수동물병원,2009-12-09,,1,정상,,,0,,경기도 고양시 일산서구 중앙로 1470,경기도 고양시 일산서구 주엽동 17번지 문촌마을10단지아파트 A동 106-3호,10379,37.6722958,126.757296,,186889.9943,430645.1398,동물병원,,
고양시,시민종합동물병원,1995-06-23,,1,정상,,911-7346,0,,경기도 고양시 일산서구 대산로 126,경기도 고양시 일산서구 주엽동 31-1번지,10375,37.67478797,126.7637688,,179089.635,463622.125,동물병원,,
고양시,로하스 동물병원,2009-08-07,,1,정상,,031-923-8271,0,,,경기도 고양시 일산서구 주엽동 63 강선마을8단지,10361,37.66933925,126.767349,,179335.8688,463073.7118,동물병원,,
고양시,마리동물병원,2000-11-30,,1,정상,,9130182,0,,,경기도 고양시 일산서구 탄현동 1487 탄현마을2단지,10243,37.69312617,126.7675234,,182769.0112,445496.1789,동물병원,,
고양시,해맑은 동물병원,2006-06-08,,1,정상,,031-924-0075,0,,경기도 고양시 일산서구 일현로 48,경기도 고양시 일산서구 탄현동 1573-5번지 현해프라자 203호,10343,37.69126968,126.7632202,,179054.6606,465462.1498,동물병원,,
고양시,조이동물병원 제니스점,2015-12-30,,1,정상,,031-925-1175,0,,경기도 고양시 일산서구 일현로 97-11,경기도 고양시 일산서구 탄현동 1640번지 일산위브더제니스수퀘어 159 160호,10242,37.69520991,126.7620129,,179005.6651,465786.0297,동물병원,,
고양시,Dr.dog동물의료센터,2016-01-13,,1,정상,,031-932-0075,0,,경기도 고양시 일산동구 일산로394번길 5-9,경기도 고양시 일산동구 정발산동 1294-5,10406,37.67064018,126.7810225,,180615.1755,463159.8962,동물병원,,
고양시,김 S 동물병원,2005-03-22,,1,정상,,031-916-7509,0,,경기도 고양시 일산동구 무궁화로93번길 6-10,경기도 고양시 일산동구 정발산동 702-4번지,10362,37.66674647,126.7736674,,179960.7261,462730.4215,동물병원,,
고양시,참사랑,1998-10-01,,1,정상,,031-975-0187,0,,경기도 고양시 일산동구 탄중로 324,경기도 고양시 일산동구 중산동 1570번지,10333,37.69312812,126.781021,,180618.2725,465655.6797,동물병원,,
고양시,산들동물병원,2006-06-17,,1,정상,,976-7585,0,,경기도 고양시 일산동구 고봉로 250,경기도 고양시 일산동구 중산동 1669-4번지,10355,37.68161196,126.7785124,,180391.6905,464405.9668,동물병원,,
고양시,해온동물의료센터,2022-12-08,,1,정상,,031-975-7580,136.41,,경기도 고양시 일산동구 고양대로 762,경기도 고양시 일산동구 중산동 1688,10355,37.68187955,126.7810048,,180597.5876,464407.4669,동물병원,,
고양시,풍동 라파엘 동물병원,2006-09-12,,1,정상,,,152.88,,,경기도 고양시 일산동구 풍동 1273-6 중앙프라자,10306,37.66775432,126.798716,,182186.6845,462835.4955,동물병원,,
고양시,풍동동물병원,2007-05-01,,1,정상,,,0,,경기도 고양시 일산동구 숲속마을로 48,경기도 고양시 일산동구 풍동 1280번지,10306,37.66744316,126.7979253,,182103.4885,462804.2993,동물병원,,
고양시,일산동물의료원,2005-01-25,,1,정상,,031-924-7582,423.78,,경기도 고양시 일산서구 대화로 407,경기도 고양시 일산서구 대화동 2038,10368,37.68243178,126.7538267,,178216.9035,464479.3771,동물병원,,
고양시,워리워리,2002-10-28,,1,정상,,,0,,경기도 고양시 일산서구 일산로635번길 8-21,경기도 고양시 일산서구 대화동 2107-18번지 24통8반 2층,10370,37.68175857,126.7571222,,178507.6517,464398.6442,동물병원,,
고양시,정창수외과동물병원,2023-02-08,,1,정상,,031-911-7577,255.27,,경기도 고양시 일산서구 중앙로 1547,경기도 고양시 일산서구 대화동 2239 KINTEX ZONE,10380,37.67479749,126.7495487,,177837.4718,463631.4245,동물병원,,
고양시,오엠동물병원,2009-04-23,,1,정상,,902-7567,168.18,,경기도 고양시 일산서구 한류월드로 300,경기도 고양시 일산서구 대화동 2606 고양 원마운트,10392,37.66455401,126.7545272,,178268.1356,462480.7344,동물병원,,
고양시,쿨펫동물병원 킨텍스점,2015-06-16,,1,정상,,319119975,0,,경기도 고양시 일산서구 킨텍스로 171,경기도 고양시 일산서구 대화동 2703,10390,37.66156738,126.7441037,,207005.7696,412503.4341,동물병원,,
고양시,돌봄동물병원,2016-03-07,,1,정상,,031-911-7585,72.53,,경기도 고양시 일산서구 하이파크2로 42,경기도 고양시 일산서구 덕이동 1544번지,10234,37.69907099,126.7539662,,,,동물병원,,
고양시,조이동물병원,2009-03-09,,1,정상,,919-1175,0,,경기도 고양시 일산서구 경의로 844,경기도 고양시 일산서구 덕이동 267-1번지,10232,37.69288023,126.7598923,,178747.6349,465632.6854,동물병원,,
고양시,사과나무 동물병원,2005-10-14,,1,정상,,,57,,경기도 고양시 일산서구 일산로 539,경기도 고양시 일산서구 일산동 1084-3번지 가람프라자 101호,10375,37.6773558,126.7679619,,179459.9283,463906.0494,동물병원,,
고양시,중산동물메디컬센터,2022-09-21,,1,정상,,319768939,227,,경기도 고양시 일산서구 고봉로 299,경기도 고양시 일산서구 일산동 555-9,10340,37.6858947,126.7772801,,180284.9852,464853.379,동물병원,,
고양시,탑케어동물의료원,2007-03-30,,1,정상,,1666-7501,790.8,,경기도 고양시 덕양구 화신로272번길 5,경기도 고양시 덕양구 화정동 984-8,10500,37.63123113,126.8310642,,205773.6004,502297.4603,동물병원,,
고양시,백마동물병원,2005-05-16,,1,정상,,,0,,경기도 고양시 일산동구 일산로 212,경기도 고양시 일산동구 마두동 728-1번지 장항A타운,10417,37.65532652,126.7899222,,181395.7172,461459.8916,동물병원,,
고양시,다니엘 동물병원,2009-04-27,,1,정상,,908-5857,0,,경기도 고양시 일산동구 일산로 233,경기도 고양시 일산동구 마두동 751-2,10416,37.65683956,126.7882299,,181247.096,461626.6898,동물병원,,
고양시,가람동물병원,1996-10-04,,1,정상,,031-906-0976,0,,,경기도 고양시 일산동구 마두동 796번지 강촌마을7단지,10415,37.65316366,126.77957,,183160.18,442375.815,동물병원,,
고양시,올리브동물병원,2006-11-17,,1,정상,,031-908-7582,0,,경기도 고양시 일산동구 중앙로 1130,경기도 고양시 일산동구 마두동 806번지 올리브 상가 C동 112호,10422,37.64962561,126.7802503,,180539.609,460835.8507,동물병원,,
고양시,이솝동물병원,2004-07-01,,1,정상,,031-903-3399,0,,경기도 고양시 일산동구 일산로286번길 7-7,경기도 고양시 일산동구 마두동 898-7번지,10412,37.6617307,126.7862331,,225386.4632,431747.6809,동물병원,,
고양시,Wiz-Pet 동물병원,2015-06-22,,1,정상,,,0,,경기도 고양시 일산동구 중앙로 1036,경기도 고양시 일산동구 백석동 1242번지 롯데아우렛 1층,10450,37.64319346,126.7897204,,181369.9672,460117.3546,동물병원,,
고양시,애니웰 동물병원,2011-01-25,,1,정상,,,0,,경기도 고양시 일산동구 장백로 13,경기도 고양시 일산동구 백석동 1314번지 성우아뜨리움오피스텔 110호,10449,37.63969787,126.7899803,,181390.5083,459748.4885,동물병원,,
고양시,새로이동물병원,2022-11-01,,1,정상,,031-907-7579,56.94,,경기도 고양시 일산동구 호수로 340-25,경기도 고양시 일산동구 백석동 1320 동문굿모닝힐II,10449,37.63881823,126.7875972,,181196.2805,459636.8071,동물병원,,
